Type,PosX,PosY,PosZ,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
0,125.774949149124,74.0303452937074,145.721446068828,7.06564803471121,277.902735545255,13.8142814830943,6.81658485290435,6.81658485290435,6.81658485290435
0,137.408136686966,104.202634447349,51.2267552787563,10.6710144065651,249.979700674293,7.57048306407895,6.92756063627431,6.92756063627431,6.92756063627431
3,35.335463488165,9.23241747507472,120.376198631886,0.0219087582183577,221.981938119038,5.40460195876872,12.4080012866333,12.4080012866333,12.4080012866333
0,58.3918215978853,102.466189932295,87.5462535012263,6.76364948822355,343.605912692661,9.86010283225221,0.394082491003947,0.394082491003947,0.394082491003947
3,102.845341271183,55.8678827508669,102.518382436837,11.0998830600175,84.4329179844041,3.37654205662037,6.82762095556949,6.82762095556949,6.82762095556949
3,56.2692957260969,61.2217860348624,127.012414497795,9.88011267729109,171.358543229922,2.38464576768905,6.31697281092264,6.31697281092264,6.31697281092264
1,55.9239465072397,19.9315462587083,84.5817092268642,12.8690605973215,196.45789898767,3.60620410116678,14.7704722684671,14.7704722684671,14.7704722684671
1,99.9503324273742,9.36440080840345,12.2646587492268,1.33266165448942,121.431747191321,0.0529353646808003,3.43483456803245,3.43483456803245,3.43483456803245
0,100.261809537309,14.7036179502977,3.86480279446803,4.8290325863422,295.647475689485,10.8276775762568,13.5567067719794,13.5567067719794,13.5567067719794
0,90.9562079193798,137.158916791509,93.9497918560867,3.12706881814034,184.880652215742,2.52788860934223,6.49576522479568,6.49576522479568,6.49576522479568
1,39.2964618230688,115.974422202434,11.7125483749958,12.3237584029901,33.6463658295788,2.52502189368243,10.4665679416929,10.4665679416929,10.4665679416929
1,58.1631600661963,30.7894528754006,11.0484981728012,2.58159816850983,51.6018283607447,5.49495930108007,8.26207205106601,8.26207205106601,8.26207205106601
2,26.8734403545379,88.205306133351,148.539317235602,5.66957750621698,47.955971717814,1.48794022458044,14.838538309484,14.838538309484,14.838538309484
1,34.3644785389139,83.0116663049029,37.7343980538353,9.469854112002,221.069397973395,11.6434034503267,14.4695324471544,14.4695324471544,14.4695324471544
2,94.4067485604467,127.719294828232,124.030154721825,8.46221391272834,333.160332652349,6.11107616504239,2.4787789268786,2.4787789268786,2.4787789268786
0,60.0379385333685,87.0815025349527,140.127165797226,9.23969953285516,233.347866215439,10.9751086034696,13.0069281104984,13.0069281104984,13.0069281104984
0,54.5381962808493,38.2098497767979,4.39724782686552,13.8828298956541,64.1749652587692,0.826187718578702,1.45637090385723,1.45637090385723,1.45637090385723
2,117.589039107593,64.0653776303238,88.8731054909868,8.10076527907549,330.037970119174,0.996713829690923,12.4671051103934,12.4671051103934,12.4671051103934
3,36.0941284038565,86.3770518388492,81.4092331246516,4.37814669887449,194.206651893541,14.7998581383377,6.69231368074767,6.69231368074767,6.69231368074767
1,63.417516864565,73.527726635117,146.657836528801,8.29001523474698,59.4053674765888,5.59883877662888,0.0418893154905594,0.0418893154905594,0.0418893154905594
2,102.942385199919,1.72778314525624,40.1603448391707,5.39023993787833,268.888288023364,0.586702551500268,4.79318774761315,4.79318774761315,4.79318774761315
1,113.15558578966,99.6130951445611,117.03310001969,7.47514276414883,293.370374782649,9.37801364780311,8.74957697174958,8.74957697174958,8.74957697174958
1,112.410451431019,48.3980402342966,56.3028669246951,1.08512257509172,68.0204469841069,8.62878141162395,10.5087176619604,10.5087176619604,10.5087176619604
1,121.286712969321,38.6345691227515,75.4107820919765,10.3211842222704,27.8496975767658,8.16635566911025,14.9664823128686,14.9664823128686,14.9664823128686
0,63.6464844754182,14.259712986769,128.065267590836,13.5788037737733,287.536304298572,7.0768651725151,12.9692338886528,12.9692338886528,12.9692338886528
3,38.4451743627177,145.264361749992,80.6258811990851,13.1306343144414,74.3171552728476,14.2171709165988,14.3525022544677,14.3525022544677,14.3525022544677
0,136.031956917621,96.587036292342,120.489700916451,12.6354196214282,359.245250019825,13.9567667403988,4.62715395941732,4.62715395941732,4.62715395941732
0,46.6406065256524,133.620729941698,82.6156864094621,7.34022175536501,193.094984215263,9.47200352534279,7.45408307176739,7.45408307176739,7.45408307176739
1,99.9482720158753,55.4324486783857,11.1049431660701,10.7977943172668,277.715685329268,10.1707731979763,8.02640067787208,8.02640067787208,8.02640067787208
3,68.7057013477691,26.0757640358413,122.406051388199,3.30774911600526,13.5886390011705,12.378083347519,2.55741335337861,2.55741335337861,2.55741335337861
1,45.1095465780746,105.773401705443,117.179885305082,6.50170043646437,266.817253859163,2.33106269144037,6.19151304997109,6.19151304997109,6.19151304997109
2,117.988173392596,111.410696507157,89.1474312120804,13.618606351604,331.567116757653,5.62901213328774,9.97708594658276,9.97708594658276,9.97708594658276
0,70.723531032318,49.1338521005278,31.3580711285388,12.5533032685301,314.560238399804,3.55470793720088,0.392251149933902,0.392251149933902,0.392251149933902
1,16.3230295136213,78.8479012105837,57.6484948665129,12.3609756805752,41.1878784378934,1.31940484341206,1.09926381665248,1.09926381665248,1.09926381665248
2,108.046596407912,103.500682606129,28.2926709755755,12.4682841717584,306.096359876029,0.95238263530302,7.03181733239061,7.03181733239061,7.03181733239061
0,143.517318178675,87.0261260946403,139.989769780072,0.430417238003769,30.1447218424383,9.40779432626804,5.34888343901787,5.34888343901787,5.34888343901787
0,76.3049045700137,28.6809122789097,112.353960127735,10.6528080816627,221.814629631962,5.00411008484853,14.8048237803415,14.8048237803415,14.8048237803415
2,101.850890206104,82.8556603672242,48.6939748510225,3.23259545640675,277.589116914938,8.83053736939586,5.69172010556409,5.69172010556409,5.69172010556409
1,100.418058340632,16.2876581616177,28.1394671081283,3.46522827095596,67.1938808575244,12.5088017748244,11.6184989160944,11.6184989160944,11.6184989160944
1,128.815678776622,104.720426027067,132.015714506626,4.40406399052779,109.337543020648,14.9618339119301,2.17639241701755,2.17639241701755,2.17639241701755
1,25.359066820405,45.2329148516212,47.3048522357386,13.8480703736879,122.016211935327,5.44645573498982,13.0437010703812,13.0437010703812,13.0437010703812
1,105.452444802715,18.7302037695098,22.8319515114799,4.46844895811214,265.991643604819,3.79922187598386,11.0975513053581,11.0975513053581,11.0975513053581
2,30.1089250389994,35.1956448215971,53.8861140394053,14.6272642606065,158.252342770925,1.88365516806192,13.441812965759,13.441812965759,13.441812965759
2,62.4959231179654,51.1542554484467,127.712402040005,13.7702336319584,163.260927220462,10.4007597898137,11.4005157614129,11.4005157614129,11.4005157614129
1,61.0917361970487,126.448888600082,6.96688774366253,7.04292171962695,98.4012514997279,6.84364973187617,5.39540366520891,5.39540366520891,5.39540366520891
